latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
69.49533861944444,-49.70164321111111,953.9249,23.17500,291,2009,233640.918
69.49533730555557,-49.7016298638889,954.4198,23.18333,291,2009,170607.897
69.49532138055554,-49.70163635833334,952.4255,23.19167,291,2009,107473.558
69.49530809722222,-49.70163726388889,952.6233,23.20000,291,2009,44465.401
69.49531568333333,-49.70162334166666,952.5045,23.20833,291,2009,-18357.241
69.49532040277778,-49.701619266666675,952.4287,23.21667,291,2009,-80964.134
69.49533163888889,-49.701607691666666,952.0511,23.22500,291,2009,-143340.728
69.49533124722223,-49.70160675277778,952.1832,23.23333,291,2009,-205482.519
69.49533493888889,-49.7016024388889,951.9858,23.24167,291,2009,-267391.615
69.49533625555557,-49.70160017222223,951.8905,23.25000,291,2009,-329073.309
69.49533575833334,-49.7016012138889,951.9144,23.25833,291,2009,-390533.900
69.49533480555556,-49.70160288333334,951.9981,23.26667,291,2009,-451778.414
69.49533558611111,-49.70160026666667,951.9484,23.27500,291,2009,487186.271
69.49533473888889,-49.7016033638889,952.0318,23.28333,291,2009,426347.172
69.49533215555557,-49.701610225,952.2067,23.29167,291,2009,365691.991
69.49533280277778,-49.701609241666674,952.1882,23.30000,291,2009,305209.649
69.49533145833334,-49.701611994444455,952.2895,23.30833,291,2009,244894.813
69.49532985277777,-49.70161600555556,952.4289,23.31667,291,2009,184742.143
69.49533016666666,-49.701616363888895,952.4493,23.32500,291,2009,124745.876
69.49533020555556,-49.70161784444446,952.4858,23.33333,291,2009,64902.112
69.49533128333333,-49.701616191666666,952.4494,23.34167,291,2009,5205.559
69.49533068611113,-49.70161674166667,952.5315,23.35000,291,2009,-54349.438
69.49533031388889,-49.701616552777786,952.5771,23.35833,291,2009,-113769.561
69.49533000277778,-49.7016161638889,952.611,23.36667,291,2009,-173061.918
69.4953299361111,-49.701616266666676,952.6315,23.37500,291,2009,-232233.674
69.49532960277777,-49.70161688888889,952.6889,23.38333,291,2009,-291287.779
69.495329575,-49.70161763888889,952.7154,23.39167,291,2009,-350228.664
69.49532919444445,-49.701618816666674,952.7645,23.40000,291,2009,-409060.783
69.49532931944445,-49.70161772222223,952.7901,23.40833,291,2009,-467787.820
69.49532926944445,-49.70161778055556,952.8078,23.41667,291,2009,473586.264
69.49532923888889,-49.70161783333334,952.8156,23.42500,291,2009,415054.558
69.49532921666666,-49.70161785555557,952.824,23.43333,291,2009,356615.519
