site,lat,lon,elev
106,69.57048397166666,-49.30931326361111,1172.07
120,69.57015326833333,-49.28888842388889,1187.50
121,69.57692948277777,-49.28628324333334,1188.30
122,69.57213726361111,-49.292970420277776,1183.68
