site,lat,lon,elev
ST200,69.50457037083333,-49.66839844138889,969.86
ST201,69.501374455,-49.65540365583333,969.54
ST202,69.50217304138889,-49.681409789444444,952.85
ST203,69.5103327075,-49.668229466944446,975.35
