site,lat,lon,elev
106,69.56683677444444,-49.32425838527778,1157.91
120,69.5664207825,-49.30394640111111,1175.29
121,69.57322946333333,-49.3009984375,1175.45
122,69.56842943111111,-49.30791464027778,1171.78
