site,lat,lon,elev
106,69.56327205916666,-49.33892351027778,1148.95
120,69.56276767527778,-49.31907941111111,1156.32
121,69.56956316583333,-49.31579320472222,1160.66
122,69.56482251027778,-49.322902185,1153.32
ST200,69.50648463583333,-49.658910515277775,995.18
ST201,69.50353802083333,-49.64583098194444,984.98
ST202,69.50379045694444,-49.67226096277778,969.76
ST203,69.51202194833333,-49.659127875277775,995.03
