site,lat,lon,elev
106,69.56446176916667,-49.33413461388889,1146.22
120,69.5639759313889,-49.31401478722222,1163.56
121,69.57079445694444,-49.310843274444444,1166.55
122,69.56600102583333,-49.317911943333336,1160.17
ST200,69.50712789694444,-49.6558237375,1000.56
ST201,69.504278935,-49.64267282138889,988.64
ST202,69.50438958583334,-49.66913196388889,981.46
ST203,69.51258883944445,-49.655996790277776,1003.01
