site,lat,lon,elev
106,69.56860526944445,-49.316929888888886,1165.83
120,69.56823619833334,-49.29655782277778,1182.13
121,69.57502899944444,-49.29378051083334,1182.04
122,69.57023426277777,-49.30058370305556,1178.08
