site,lat,lon,elev
106,69.56143399111112,-49.3461682375,1151.11
120,69.5609092538889,-49.32668884611111,1147.30
121,69.56771824861111,-49.32330811194444,1150.40
122,69.56298768277777,-49.33044431611111,1145.00
ST200,69.50547118166666,-49.66368433611111,984.76
ST201,69.502432505,-49.65072499194444,978.54
ST202,69.50294823222222,-49.67688104138889,959.54
ST203,69.51114421166666,-49.6638111275,984.60
