site,lat,lon,elev
106,69.559549265,-49.35347498694444,1152.40
120,69.55899546666667,-49.33424305611111,1141.83
121,69.56586260583333,-49.330871226944446,1139.47
122,69.56110977916667,-49.33792073138889,1140.94
ST200,69.50457037083333,-49.66839844138889,969.86
ST201,69.501374455,-49.65540365583333,969.54
ST202,69.50217304138889,-49.681409789444444,952.85
ST203,69.5103327075,-49.668229466944446,975.35
