site,lat,lon,elev
106,69.57107969305555,-49.30692892416667,1174.21
120,69.57076206527778,-49.28648941972222,1189.51
121,69.57753511722223,-49.28394090555555,1190.92
122,69.57274065083334,-49.29058774055556,1185.87
