date,site,lon,lat
2021-06-01,Swiss Camp,-49.371176620896605,69.55412320127016
2022-06-01,Swiss Camp,-49.373635408892056,69.55363219250027
1995-06-01,Crawford Pt. 1,-46.977552022054745,69.88120478215048
1996-06-01,Crawford Pt. 1,-46.97950014945171,69.88091640449453
1997-06-01,Crawford Pt. 1,-46.981721653747115,69.88058755936746
1998-06-01,Crawford Pt. 1,-46.98394315804252,69.8802587142404
1999-06-01,Crawford Pt. 1,-46.98622062375779,69.87989531901796
2000-06-01,Crawford Pt. 1,-46.988392252946475,69.8796001230407
2001-06-01,Crawford Pt. 1,-46.99061375724189,69.87927127791365
2002-06-01,Crawford Pt. 1,-46.992835261537294,69.87894243278657
2003-06-01,Crawford Pt. 1,-46.9950567658327,69.8786135876595
2004-06-01,Crawford Pt. 1,-46.99728435644125,69.87828384158689
2005-06-01,Crawford Pt. 1,-46.999505860736654,69.87795499645982
2006-06-01,Crawford Pt. 1,-47.00172736503206,69.87762615133276
2007-06-01,Crawford Pt. 1,-47.00394886932747,69.87729730620569
2008-06-01,Crawford Pt. 1,-47.006176459936015,69.87696756013307
2009-06-01,Crawford Pt. 1,-47.00839796423143,69.87663871500601
2010-06-01,Crawford Pt. 1,-47.01061946852683,69.87630986987895
2011-06-01,Crawford Pt. 1,-47.01284097282224,69.87598102475188
2012-06-01,Crawford Pt. 1,-47.015058534779605,69.87570037694468
2013-06-01,Crawford Pt. 1,-47.01733577300116,69.87534957559937
2014-06-01,Crawford Pt. 1,-47.01955051372272,69.87499877675407
2015-06-01,Crawford Pt. 1,-47.021994419444276,69.87463408540877
2016-06-01,Crawford Pt. 1,-47.023713722400686,69.8743451108543
2017-06-01,Crawford Pt. 1,-47.02574790812224,69.87403597700902
2018-06-01,Crawford Pt. 1,-47.02840367551637,69.8736773069713
2019-06-01,Crawford Pt. 1,-47.03062517981178,69.87334846184424
2020-06-01,Crawford Pt. 1,-47.03285277042033,69.87301871577162
2021-06-01,Crawford Pt. 1,-47.03507427471574,69.87268987064456
2022-06-01,Crawford Pt. 1,-47.03740304318715,69.87232736484803
1995-06-01,NASA-U,-49.49225090221085,73.84205031993372
1996-06-01,NASA-U,-49.49356998333131,73.84199846475285
1997-06-01,NASA-U,-49.49507416851945,73.8419393328361
1998-06-01,NASA-U,-49.4965783537076,73.84188020091936
1999-06-01,NASA-U,-49.49809175446978,73.84184017493769
2000-06-01,NASA-U,-49.499590845139195,73.84176177508063
2001-06-01,NASA-U,-49.50109503032734,73.84170264316388
2002-06-01,NASA-U,-49.50259921551549,73.84164351124714
2003-06-01,NASA-U,-49.50410340070363,73.84158437933041
2004-06-01,NASA-U,-49.505611706947086,73.84152508540842
2005-06-01,NASA-U,-49.507115892135225,73.84146595349166
2006-06-01,NASA-U,-49.50862007732337,73.84140682157494
2007-06-01,NASA-U,-49.51012426251151,73.84134768965819
2008-06-01,NASA-U,-49.51163256875497,73.8412883957362
2009-06-01,NASA-U,-49.513136753943115,73.84122926381946
2010-06-01,NASA-U,-49.51464093913125,73.8411701319027
2011-06-01,NASA-U,-49.51608210780965,73.84109970455441
2012-06-01,NASA-U,-49.517653430562845,73.84105170606398
2013-06-01,NASA-U,-49.519220901383356,73.84097174517537
2014-06-01,NASA-U,-49.52069626277446,73.84091350623781
2015-06-01,NASA-U,-49.52216598612728,73.84087431031375
2016-06-01,NASA-U,-49.52360146384816,73.84081774185876
2017-06-01,NASA-U,-49.525178477558875,73.84075588447502
2018-06-01,NASA-U,-49.52669107663038,73.84070126648365
2019-06-01,NASA-U,-49.52818684793517,73.84063762064153
2020-06-01,NASA-U,-49.52969515417862,73.84057832671954
2021-06-01,NASA-U,-49.531240854823054,73.84053123678783
2022-06-01,NASA-U,-49.53268247720585,73.84047373596972
1995-06-01,Humboldt,-56.83244038538036,78.52548345209694
1996-06-01,Humboldt,-56.832824216516656,78.52559212081567
1997-06-01,Humboldt,-56.83326168213647,78.52571597431245
1998-06-01,Humboldt,-56.8336991477563,78.52583982780922
1999-06-01,Humboldt,-56.83413661337613,78.525963681306
2000-06-01,Humboldt,-56.83457527753188,78.5260878741274
2001-06-01,Humboldt,-56.83501274315171,78.52621172762417
2002-06-01,Humboldt,-56.83545020877153,78.52633558112093
2003-06-01,Humboldt,-56.83588767439135,78.52645943461769
2004-06-01,Humboldt,-56.83632633854712,78.52658362743912
2005-06-01,Humboldt,-56.836763804166935,78.5267074809359
2006-06-01,Humboldt,-56.83720126978676,78.52683133443267
2007-06-01,Humboldt,-56.837638735406586,78.52695518792943
2008-06-01,Humboldt,-56.83807739956235,78.52707938075085
2009-06-01,Humboldt,-56.83851486518218,78.52720323424762
2010-06-01,Humboldt,-56.838952330802,78.52732708774438
2011-06-01,Humboldt,-56.83938979642181,78.52745094124114
2012-06-01,Humboldt,-56.83982846057758,78.52757513406257
2013-06-01,Humboldt,-56.84035219271991,78.52772260911075
2014-06-01,Humboldt,-56.840541401934786,78.52782938673333
2015-06-01,Humboldt,-56.84122366864965,78.5279222768559
2016-06-01,Humboldt,-56.84158044426647,78.52805014397197
2017-06-01,Humboldt,-56.84201698721264,78.52819474087106
2018-06-01,Humboldt,-56.842438030196206,78.52832620171712
2019-06-01,Humboldt,-56.84289191845228,78.52844244786459
2020-06-01,Humboldt,-56.84333058260805,78.52856664068601
2021-06-01,Humboldt,-56.84376804822787,78.52869049418277
2022-06-01,Humboldt,-56.84411237239464,78.52879798768576
1996-06-01,Tunu-N,-33.98854065351329,78.0166989671929
1997-06-01,Tunu-N,-33.9876602452877,78.01678150326242
1998-06-01,Tunu-N,-33.98665314473192,78.01687591642107
1999-06-01,Tunu-N,-33.98564604417615,78.01697032957973
2000-06-01,Tunu-N,-33.98463618444077,78.01706500140457
2001-06-01,Tunu-N,-33.98362908388498,78.01715941456324
2002-06-01,Tunu-N,-33.9826219833292,78.0172538277219
2003-06-01,Tunu-N,-33.98161488277343,78.01734824088057
2004-06-01,Tunu-N,-33.98060502303804,78.0174429127054
2005-06-01,Tunu-N,-33.97959792248226,78.01753732586405
2006-06-01,Tunu-N,-33.97859082192649,78.01763173902273
2007-06-01,Tunu-N,-33.977583721370706,78.01772615218141
2008-06-01,Tunu-N,-33.97657386163533,78.01782082400625
2009-06-01,Tunu-N,-33.97556676107955,78.0179152371649
2010-06-01,Tunu-N,-33.97455966052377,78.01800965032356
2011-06-01,Tunu-N,-33.97355255996799,78.01810406348223
2012-06-01,Tunu-N,-33.972542700232616,78.01819873530708
2013-06-01,Tunu-N,-33.971535599676834,78.01829314846573
2014-06-01,Tunu-N,-33.97052849912106,78.0183875616244
2015-06-01,Tunu-N,-33.96949143580723,78.01848249458182
2016-06-01,Tunu-N,-33.9685115388299,78.01857664660791
2017-06-01,Tunu-N,-33.96750443827412,78.01867105976658
2018-06-01,Tunu-N,-33.96654977767203,78.01876456318845
2019-06-01,Tunu-N,-33.96549023716257,78.01885988608389
2020-06-01,Tunu-N,-33.96448037742718,78.01895455790873
2021-06-01,Tunu-N,-33.963473276871404,78.01904897106739
2022-06-01,Tunu-N,-33.96244369911999,78.01914377416406
1996-06-01,DYE-2,-46.27875076063705,66.47909717406993
1997-06-01,DYE-2,-46.279237859287036,66.4792080734727
1998-06-01,DYE-2,-46.27979505231049,66.47933493149935
1999-06-01,DYE-2,-46.280352245333944,66.479461789526
2000-06-01,DYE-2,-46.28091096491364,66.47958899510887
2001-06-01,DYE-2,-46.2814681579371,66.47971585313552
2002-06-01,DYE-2,-46.282025350960566,66.47984271116218
2003-06-01,DYE-2,-46.28258254398402,66.47996956918881
2004-06-01,DYE-2,-46.28314126356372,66.4800967747717
2005-06-01,DYE-2,-46.283698456587175,66.48022363279834
2006-06-01,DYE-2,-46.28425564961064,66.480350490825
2007-06-01,DYE-2,-46.2848128426341,66.48047734885165
2008-06-01,DYE-2,-46.2853715622138,66.48060455443454
2009-06-01,DYE-2,-46.28592875523725,66.48073141246118
2010-06-01,DYE-2,-46.28648594826072,66.48085827048783
2011-06-01,DYE-2,-46.28704314128418,66.48098512851448
2012-06-01,DYE-2,-46.28760186086387,66.48111233409736
2013-06-01,DYE-2,-46.288159053887334,66.48123919212401
2014-06-01,DYE-2,-46.288637977669964,66.48133406778746
2015-06-01,DYE-2,-46.28938920743756,66.48151254630744
2016-06-01,DYE-2,-46.28983215951395,66.48162011376019
2017-06-01,DYE-2,-46.29038935253741,66.48174697178683
2018-06-01,DYE-2,-46.29090097915752,66.48190240253457
2019-06-01,DYE-2,-46.29150373858433,66.48200068784013
2020-06-01,DYE-2,-46.292062458164025,66.48212789342301
2021-06-01,DYE-2,-46.292619651187486,66.48225475144966
2022-06-01,DYE-2,-46.29318491235182,66.48236538098823
1996-06-01,JAR1,-49.68223780013776,69.49851107695112
1997-06-01,JAR1,-49.6835209608062,69.49829854769395
1998-06-01,JAR1,-49.684988004326875,69.4980555620123
1999-06-01,JAR1,-49.68645504784755,69.49781257633065
2000-06-01,JAR1,-49.68792611066556,69.49756892493481
2001-06-01,JAR1,-49.68939315418622,69.49732593925313
2002-06-01,JAR1,-49.69086019770691,69.4970829535715
2003-06-01,JAR1,-49.69232724122758,69.49683996788984
2004-06-01,JAR1,-49.69379830404557,69.49659631649399
2005-06-01,JAR1,-49.69507187254992,69.49635452328886
2006-06-01,JAR1,-49.69673239108693,69.49611034513069
2007-06-01,JAR1,-49.69819943460761,69.49586735944905
2008-06-01,JAR1,-49.69967049742561,69.49562370805319
2009-06-01,JAR1,-49.70112981116399,69.4953991896615
2010-06-01,JAR1,-49.70260458446697,69.4951377366899
2011-06-01,JAR1,-49.704071627987645,69.49489475100823
2012-06-01,JAR1,-49.70577293622946,69.4946403498889
2013-06-01,JAR1,-49.70710932886996,69.49440949812765
2014-06-01,JAR1,-49.708476777847,69.4941651282491
2015-06-01,JAR1,-49.70993489415098,69.49390613210518
2016-06-01,JAR1,-49.711454858764476,69.49365394855829
2017-06-01,JAR1,-49.71288192770635,69.49343550548994
2018-06-01,JAR1,-49.71434986904549,69.49322002503581
2019-06-01,JAR1,-49.7158160147477,69.49294953412664
2020-06-01,JAR1,-49.7172870775657,69.49270588273079
2021-06-01,JAR1,-49.71870083894001,69.49245744296645
2022-06-01,JAR1,-49.720113866403935,69.49222811905824
1997-06-01,NASA-E,-30.000817051160283,75.00001025099779
1998-06-01,NASA-E,-30.000099691951007,75.00009997068058
1999-06-01,NASA-E,-29.999279103458807,75.00020260118737
2000-06-01,NASA-E,-29.998456266778973,75.00030551287367
2001-06-01,NASA-E,-29.99763567828679,75.0004081433805
2002-06-01,NASA-E,-29.996815089794595,75.00051077388731
2003-06-01,NASA-E,-29.99599450130239,75.0006134043941
2004-06-01,NASA-E,-29.995171664622557,75.0007163160804
2005-06-01,NASA-E,-29.99435107613037,75.00081894658722
2006-06-01,NASA-E,-29.993530487638175,75.00092157709403
2007-06-01,NASA-E,-29.992709899145986,75.00102420760085
2008-06-01,NASA-E,-29.99188706246614,75.00112711928713
2009-06-01,NASA-E,-29.991066473973948,75.00122974979394
2010-06-01,NASA-E,-29.990245885481762,75.00133238030075
2011-06-01,NASA-E,-29.989425296989573,75.00143501080757
2012-06-01,NASA-E,-29.98860246030973,75.00153792249385
2013-06-01,NASA-E,-29.987781871817532,75.00164055300067
2014-06-01,NASA-E,-29.986952193847763,75.0017203261208
2015-06-01,NASA-E,-29.98614069483315,75.0018458140143
2016-06-01,NASA-E,-29.985321012468738,75.00195642776563
2017-06-01,NASA-E,-29.98449726966112,75.0020513562074
2018-06-01,NASA-E,-29.98369012973045,75.00218815102585
2019-06-01,NASA-E,-29.982856092676737,75.00225661722102
2020-06-01,NASA-E,-29.982033255996896,75.0023595289073
2021-06-01,NASA-E,-29.981212667504703,75.00246215941412
2022-06-01,NASA-E,-29.98038456561314,75.00254578093089
1998-06-01,NASA-SE,-42.50052717532512,66.4797816939322
1999-06-01,NASA-SE,-42.500264898762744,66.47970545437428
2000-06-01,NASA-SE,-42.49998572713183,66.47961424570764
2001-06-01,NASA-SE,-42.49969723121265,66.47952502548296
2002-06-01,NASA-SE,-42.49940893275816,66.47943586632618
2003-06-01,NASA-SE,-42.49912063430367,66.47934670716941
2004-06-01,NASA-SE,-42.4988317434551,66.47925736480892
2005-06-01,NASA-SE,-42.49854324753592,66.47916814458422
2006-06-01,NASA-SE,-42.49825494908143,66.47907898542746
2007-06-01,NASA-SE,-42.49796665062694,66.47898982627069
2008-06-01,NASA-SE,-42.49767775977837,66.4789004839102
2009-06-01,NASA-SE,-42.49738926385918,66.4788112636855
2010-06-01,NASA-SE,-42.4971009654047,66.47872210452874
2011-06-01,NASA-SE,-42.49681266695021,66.47863294537197
2012-06-01,NASA-SE,-42.49652377610164,66.47854360301146
2013-06-01,NASA-SE,-42.49621317291428,66.47844771791327
2014-06-01,NASA-SE,-42.49594698172797,66.47836522363002
2015-06-01,NASA-SE,-42.495658683273476,66.47827606447325
2016-06-01,NASA-SE,-42.49539049646229,66.47819837517471
2017-06-01,NASA-SE,-42.495081296505724,66.47809750188806
2018-06-01,NASA-SE,-42.49486757381587,66.47799513037165
2019-06-01,NASA-SE,-42.49450469959675,66.47791918357453
2020-06-01,NASA-SE,-42.49421580874818,66.477829841214
2021-06-01,NASA-SE,-42.493927312828994,66.47774062098932
2022-06-01,NASA-SE,-42.493590545992085,66.47767111441449
2003-06-01,Petermann ELA,-58.06576424439779,80.08324429541528
2004-06-01,Petermann ELA,-58.07075404973786,80.0841935859483
2005-06-01,Petermann ELA,-58.07644406467912,80.08527608856079
2006-06-01,Petermann ELA,-58.0821340796204,80.08635859117331
2007-06-01,Petermann ELA,-58.087824094561675,80.0874410937858
2008-06-01,Petermann ELA,-58.09352969858499,80.08852656215888
2009-06-01,Petermann ELA,-58.09921971352627,80.08960906477137
2010-06-01,Petermann ELA,-58.10490972846755,80.0906915673839
2011-06-01,Petermann ELA,-58.11059974340882,80.0917740699964
2012-06-01,Petermann ELA,-58.11630534743213,80.09285953836948
2013-06-01,Petermann ELA,-58.1219953623734,80.09394204098197
2014-06-01,Petermann ELA,-58.127747888111735,80.09505232858251
2015-06-01,Petermann ELA,-58.133293176817695,80.09606559554189
2016-06-01,Petermann ELA,-58.13907932483517,80.09719913932172
2017-06-01,Petermann ELA,-58.144771011220534,80.09827501719256
2018-06-01,Petermann ELA,-58.150482402247086,80.09936456074047
2019-06-01,Petermann ELA,-58.15615104110309,80.10044002241757
2020-06-01,Petermann ELA,-58.16185664512639,80.10152549079066
2021-06-01,Petermann ELA,-58.16754666006767,80.10260799340315
2022-06-01,Petermann ELA,-58.17323667500896,80.10369049601567
2014-06-01,East Grip,-35.99231456631554,75.5851050627668
2015-06-01,East Grip,-35.98930080947664,75.59563679614442
2016-06-01,East Grip,-35.98692027579967,75.60209312491372
2017-06-01,East Grip,-35.983367373633094,75.61469142375631
2018-06-01,East Grip,-35.980109491635226,75.62574824207653
2019-06-01,East Grip,-35.97714743808051,75.63525935664006
2020-06-01,East Grip,-35.974028949844545,75.64557149833246
2021-06-01,East Grip,-35.970918982068255,75.65585546477433
2022-06-01,East Grip,-35.96780901429195,75.66613943121621
