site,nickname,latest date,latitude decimal,longitude decimal,latitude degrees,latitude decimal minutes,longitude degrees,longitude decimal minutes,elevation
Crawford Pt. (CP1),CP1,2021-08-31,69.8724,-47.0366,69,52.3416,-47,2.2159,1941
