site,nickname,latest date,latitude decimal,longitude decimal,latitude degrees,latitude decimal minutes,longitude degrees,longitude decimal minutes,elevation
South Dome,SDM,2021-08-31,63.1490,-44.8174,63,8.9376,-44,49.0405,2894
