site,nickname,latest date,latitude decimal,longitude decimal,latitude degrees,latitude decimal minutes,longitude degrees,longitude decimal minutes,elevation
NASA-SE,NSE,2021-08-31,66.4778,-42.4936,66,28.6668,-42,29.6179,2386
