site,nickname,latest date,latitude decimal,longitude decimal,latitude degrees,latitude decimal minutes,longitude degrees,longitude decimal minutes,elevation
Swiss Camp,SWC,2021-08-31,69.5538,-49.3707,69,33.2040,-49,22.3278,1122
