,site,year,month,day,elev_ATM,dist,slope_S2N,slope_W2E,lat,lon
1,Swiss Camp,2013.0,4.0,10.0,1159.5281,0.013875962132487584,0.0009049,-0.0048785,69.555695,-49.36446799999999
2,Crawford Point 1,2013.0,4.0,4.0,1962.6189,2.1506035293848274,0.0050505,0.0157794,69.869608,-47.07883300000003
3,CP2,2013.0,4.0,6.0,2025.5416,5.09721034950893,0.0128819,0.0047175,69.901662,-46.725549
4,JAR1,2013.0,4.0,4.0,936.5117,0.34253931487247335,0.0106244,0.0017823,69.493252,-49.70540200000005
5,JAR2,2013.0,4.0,10.0,522.5298,0.008542858817296694,0.0091042,0.0094091,69.420041,-50.05731500000002
6,JAR3,2013.0,4.0,10.0,269.4714,0.008985131307868975,0.011034,-0.0187671,69.394454,-50.31017100000008
7,NASA-U,2013.0,4.0,2.0,2344.0615,9.936663699012879,0.0004552,0.0073265,73.921102,-49.66744399999993
8,GITS,2013.0,4.0,19.0,1906.7918,5.1753649360808405,0.0010361,0.0039992,77.182106,-61.10568000000001
9,Humboldt,2013.0,4.0,26.0,2143.8117,45.60639724787323,-0.0021607,0.0042568,78.151628,-56.03594599999997
10,Summit,2013.0,4.0,2.0,3120.1168,108.62561069132659,-0.0009532,0.0004178,73.508549,-39.54923099999996
11,Tunu-N,2013.0,4.0,26.0,2111.9787,0.02178927030925248,-0.0048352,-0.0002991,78.018662,-33.96747099999993
12,DYE-2,2013.0,4.0,5.0,2170.8927,14.114129966932165,-0.0019686,0.0053741,66.35499,-46.29215900000008
13,Saddle,2013.0,4.0,9.0,2462.9353,29.630186080014546,-0.0033655,0.0051879,66.266477,-44.48849599999994
14,South Dome,2013.0,4.0,9.0,2675.0632,39.6479757151746,0.0103645,-0.0004172,63.19812,-44.034460999999965
15,NASA-E,2013.0,4.0,19.0,2608.1875,5.391789700867254,-0.0013845,-0.0172091,74.984923,-29.80884100000003
16,NASA-SE,2013.0,4.0,5.0,2398.5033,15.48616769849758,0.0043696,-0.0045794,66.338733,-42.51332200000002
17,NGRIP,2013.0,4.0,2.0,2978.7935,31.02842703105057,-0.0001419,-0.0001093,74.843697,-41.90355599999998
18,NEEM,2013.0,4.0,26.0,2489.1815,11.928655317999247,0.0001145,0.0007072,77.50852,-50.71398599999998
19,EastGRIP,2013.0,4.0,2.0,2781.1153,33.75196354131566,0.001825,0.0007008,75.333153,-35.67054200000007
20,KAR,2013.0,4.0,11.0,2546.484,8.042300338651364,0.015879,-0.0018197,69.628793,-33.04630599999996
21,KULU,2013.0,4.0,9.0,904.9083,1.9866516678593924,0.0454688,0.040676,65.744366,-39.57514500000002
22,Aurora,2013.0,4.0,11.0,1789.1592,1.6020742997894062,-0.0025469,0.0058,67.150178,-47.294922999999926
23,Petermann Glacier,2013.0,4.0,20.0,53.2478,2.3646254920703647,0.0062004,-0.0098943,80.66978,-60.39297499999998
24,Petermann ELA,2013.0,4.0,20.0,943.9836,9.091449978387644,-0.0144245,0.0074833,80.156896,-57.810794999999985
