,site,year,month,day,elev_ATM,dist,slope_S2N,slope_W2E,lat,lon
1,Swiss Camp,2009.0,5.0,5.0,1158.9617,1.0156460068969668,-0.0170248,0.0038624,69.563347,-49.37858600000004
2,Crawford Point 1,2009.0,4.0,27.0,1990.9843,0.0837013065045593,0.003443,0.0125141,69.874909,-47.02493900000002
3,CP2,2009.0,4.0,27.0,2010.4309,3.128532641996922,0.0072998,0.0303607,69.941342,-46.861985000000004
4,JAR1,2009.0,5.0,5.0,945.9454,0.012991534817146775,-0.0066497,-0.0066313,69.493225,-49.71394400000008
5,JAR2,2009.0,5.0,5.0,533.8266,0.05932256013756701,0.011706,0.0053564,69.420506,-50.05798400000003
6,JAR3,2009.0,5.0,5.0,230.6851,2.4945717194284165,-0.0362862,-0.1708399,69.376642,-50.27099599999997
7,NASA-U,2009.0,4.0,6.0,2118.7144,47.13643126255821,0.0013548,0.0055253,73.723338,-50.986001999999985
8,GITS,2009.0,4.0,17.0,1885.2002,2.620839676751288,0.0048097,0.0020187,77.122455,-61.12150799999995
9,Humboldt,2009.0,4.0,24.0,2083.0517,26.731045512008425,-0.0018368,0.0033659,78.356021,-56.00436400000001
10,Summit,2009.0,5.0,5.0,3250.793,1.4293665111749811,-0.001169,0.0017305,72.56906,-38.480365000000006
11,Tunu-N,2009.0,4.0,20.0,2349.5006,77.22867131225033,-0.0017245,-0.0010644,77.798665,-37.11423100000002
12,DYE-2,2009.0,5.0,1.0,2154.9238,1.7864109585821237,0.0009755,0.0052493,66.497909,-46.28501200000005
13,Saddle,2009.0,5.0,2.0,2504.7142,0.6871857921095161,-0.0025386,0.0032425,66.006076,-44.50183199999992
14,South Dome,2009.0,5.0,2.0,2034.0622,77.49616923470256,-0.0151872,-0.0376384,63.022396,-43.30239299999994
15,NASA-E,2009.0,4.0,1.0,2427.9529,49.63741138572076,0.0047356,-0.0002538,74.881915,-28.327995999999985
16,NASA-SE,2009.0,5.0,1.0,2415.0617,2.300955352793167,0.0038611,-0.0006832,66.457233,-42.49828100000002
17,NGRIP,2009.0,4.0,23.0,2955.6491,3.4523254119658042,-0.0013728,0.0009382,75.110284,-42.21882900000003
18,NEEM,2009.0,4.0,23.0,2476.8731,28.014707932478156,0.0002523,0.0034875,77.190491,-51.215977000000066
19,EastGRIP,2009.0,4.0,23.0,2893.2419,104.7299032980801,-0.0044246,-0.0029271,74.847111,-38.05856700000004
20,KAR,2009.0,4.0,1.0,2472.8715,74.12745597951614,-0.0369637,0.0036435,69.859149,-31.126723000000084
21,KULU,2009.0,5.0,1.0,953.471,4.094974714523925,0.0283786,-0.0101362,65.75144,-39.513724000000025
22,Aurora,2009.0,5.0,1.0,1641.2652,32.75636397337553,0.0015617,-0.0013275,66.919204,-47.804490999999985
23,Petermann Glacier,2009.0,4.0,22.0,55.9951,2.4184791030042625,-0.0175882,0.0034724,80.67096,-60.402466000000004
24,Petermann ELA,2009.0,4.0,22.0,981.6567,1.7550253720279096,-0.0071104,0.0061114,80.089192,-58.07916
