,site,year,month,day,elev_ATM,dist,slope_S2N,slope_W2E,lat,lon
1,Swiss Camp,1995.0,5.0,24.0,1172.9021,0.03901794962227324,0.00037652,0.00174974,69.555905,-49.365197999999964
2,Crawford Point 1,1995.0,5.0,24.0,1997.8848,1.5347194877508876,0.00526409,0.00343751,69.867733,-46.98874000000001
3,CP2,1995.0,5.0,24.0,1981.2278,2.1041943272433357,-0.00312689,-0.01478826,69.921887,-46.90384900000004
4,JAR1,1995.0,5.0,24.0,975.3987,2.899037089795184,0.00751245,0.01699034,69.517759,-49.68828200000007
5,JAR2,1995.0,5.0,24.0,947.3828,16.200203531701455,-0.01862809,-0.03466236,69.523474,-49.76464899999996
6,JAR3,1995.0,5.0,24.0,39.1402,23.943899977233322,-0.2832837,-0.51435106,69.181735,-50.21204999999998
7,NASA-U,1995.0,5.0,24.0,2366.7617,2.50564159248459,0.00172573,-0.00254929,73.841464,-49.445527000000084
8,GITS,1995.0,5.0,24.0,1908.3134,3.735508935369509,0.00299547,0.00148744,77.171338,-61.03084899999999
9,Humboldt,1995.0,5.0,23.0,2123.6712,38.40163595302358,-0.00413599,0.00365295,78.269103,-55.70569999999998
10,Summit,1995.0,5.0,22.0,3248.3666,0.8457333439673469,0.00082159,0.00154276,72.58731,-38.50416999999993
11,Tunu-N,1995.0,5.0,23.0,1895.567,118.19439753244185,-0.00596504,-0.00183339,77.439727,-29.76696199999992
12,DYE-2,1995.0,5.0,24.0,1185.0893,290.6744256256061,-0.02536354,0.01393406,68.896671,-48.94390700000008
13,Saddle,1995.0,5.0,24.0,1181.9013,373.13664090832566,-0.01746064,0.01331918,68.901461,-48.91902700000003
14,South Dome,1995.0,5.0,24.0,1175.6435,664.9532668083372,-0.02484345,0.04195011,68.894963,-48.95580300000006
15,NASA-E,1995.0,5.0,23.0,2533.0085,166.4462220413328,0.00630158,-0.00037634,76.052607,-34.26039300000002
16,NASA-SE,1995.0,5.0,24.0,1194.4529,381.4043060378172,-0.01680638,0.01642777,68.914295,-48.87672700000007
17,NGRIP,1995.0,5.0,18.0,2955.3842,4.633453224340599,-7.89e-06,0.00115513,75.113774,-42.179753000000005
18,NEEM,1995.0,5.0,18.0,2403.6487,45.238363678936146,-0.00254142,0.0014582,77.838778,-51.51087400000006
19,EastGRIP,1995.0,5.0,23.0,2704.5012,2.66292212242763,-0.00430361,-0.00082815,75.611022,-35.90748299999996
20,KAR,1995.0,5.0,22.0,3167.0647,276.6368669609692,0.0034218,-0.00344799,71.960784,-36.17599599999994
21,KULU,1995.0,5.0,24.0,1199.8598,528.8258748253745,-0.00233227,0.01892544,68.918251,-48.86757699999998
22,Aurora,1995.0,5.0,24.0,1178.25,207.3563935967322,-0.0227016,0.04619712,68.895204,-48.953892999999994
23,Petermann Glacier,1995.0,5.0,23.0,2123.3093,258.6317170561154,-0.00341523,0.00391892,78.931789,-51.593861999999945
24,Petermann ELA,1995.0,5.0,23.0,2126.8587,184.5036314294663,-0.00185121,0.00572096,78.829858,-52.28394500000002
