,site,year,month,day,elev_ATM,dist,slope_S2N,slope_W2E,lat,lon
1,Swiss Camp,2012.0,5.0,2.0,1162.1678,0.013835468262656381,0.0035337,-0.0045644,69.55572,-49.36479499999996
2,Crawford Point 1,2012.0,4.0,29.0,1962.1919,2.2616422290910685,0.0061737,0.0170851,69.869573,-47.081793999999945
3,CP2,2012.0,4.0,11.0,1996.3344,4.893734937045293,0.0105968,0.0192512,69.88388,-46.75935299999992
4,JAR1,2012.0,4.0,21.0,940.0325,0.4708323087329504,0.0258621,0.0095276,69.493344,-49.70210599999996
5,JAR2,2012.0,5.0,2.0,525.8209,0.045355615251292725,0.0146282,0.0131424,69.419751,-50.05657999999994
6,JAR3,2012.0,5.0,2.0,274.8704,0.031461061532251325,0.0224522,-0.026741,69.39467,-50.31024200000002
7,NASA-U,2012.0,5.0,15.0,2037.7177,80.63971867030352,0.0025292,0.0115768,74.250024,-51.706699999999955
8,GITS,2012.0,5.0,15.0,1896.8073,0.4975580740982569,0.0036852,0.0030193,77.137222,-61.02115500000002
9,Humboldt,2012.0,5.0,3.0,2001.0888,3.998364932540515,-0.0038485,0.0022776,78.506644,-56.69795900000008
10,Summit,2012.0,4.0,11.0,3246.4694,2.124528624974338,-0.000433,0.0014305,72.584721,-38.56612700000005
11,Tunu-N,2012.0,5.0,8.0,2163.8301,37.055363291778136,-0.0010269,-0.0021921,77.692011,-33.65139999999997
12,DYE-2,2012.0,4.0,11.0,2156.3044,0.18110194762190993,-0.0011995,0.0100071,66.481381,-46.28702199999998
13,Saddle,2012.0,4.0,28.0,2419.1096,31.03832055411192,-0.0008896,0.0026588,65.976428,-45.186566000000084
14,South Dome,2012.0,4.0,28.0,2870.8906,18.20414062988807,0.0040762,0.0045467,63.165852,-44.45665299999996
15,NASA-E,2012.0,5.0,8.0,2164.7679,86.78078417585586,0.0166269,-0.0078211,74.801288,-27.08636899999999
16,NASA-SE,2012.0,4.0,17.0,2409.3527,11.17009142616779,0.0,0.0041998,66.377654,-42.51358400000004
17,NGRIP,2012.0,5.0,7.0,2768.3963,194.61592995124258,0.0004596,0.0,76.745981,-44.79418600000008
18,NEEM,2012.0,5.0,14.0,2487.3721,35.31819320094595,-0.0014037,0.000765,77.679014,-50.12052500000004
19,EastGRIP,2012.0,5.0,7.0,2482.4908,188.4039649825595,-0.0016693,-0.0007342,77.27011,-37.76351299999999
20,KAR,2012.0,4.0,12.0,2599.4229,3.98980367440976,0.0071002,-0.0015267,69.664549,-32.97574499999996
21,KULU,2012.0,4.0,28.0,136.3855,12.946441958888151,0.1719473,0.3768568,65.642046,-39.610034999999925
22,Aurora,2012.0,4.0,28.0,1790.8326,1.6296580556140876,-0.0026576,0.0039935,67.150463,-47.29156499999999
23,Petermann Glacier,2012.0,5.0,11.0,603.7689,43.262035529570795,-0.1740267,-0.0003927,80.302246,-60.767251999999985
24,Petermann ELA,2012.0,5.0,11.0,1028.0282,5.148565667153375,-0.0113021,0.0114451,80.054379,-58.083871000000045
