,site,year,month,day,elev_ATM,dist,slope_S2N,slope_W2E,lat,lon
1,Swiss Camp,2017.0,5.0,1.0,1155.1262,0.23031589677884254,0.0025089,-0.0094144,69.554847,-49.359171999999944
2,Crawford Point 1,2017.0,5.0,6.0,1988.7201,1.9407136780615868,0.0055889,0.0051915,69.889987,-47.045912000000044
3,CP2,2017.0,5.0,6.0,1968.0098,1.038443986806318,0.0100673,0.0205645,69.921662,-46.866849
4,JAR1,2017.0,4.0,29.0,934.7628,0.45368429585880243,0.0203058,0.0080715,69.49328,-49.702545999999984
5,JAR2,2017.0,5.0,6.0,554.003,3.4131402333850653,0.0235869,0.013916,69.416546,-49.970684000000006
6,JAR3,2017.0,5.0,6.0,604.3939,12.381807232968495,-0.0200206,-0.0024805,69.363562,-50.00598400000001
7,NASA-U,2017.0,5.0,10.0,1614.3489,125.52339585683659,0.0034829,0.0129696,73.039318,-52.32055500000001
8,GITS,2017.0,4.0,14.0,1898.8954,2.7649036606693906,0.0065055,0.0021726,77.135047,-60.930026999999995
9,Humboldt,2017.0,4.0,14.0,1986.2632,0.14799019509340797,-0.0027986,0.0037154,78.528469,-56.84894200000008
10,Summit,2017.0,5.0,6.0,3249.3563,0.02769195879515885,-0.0003039,0.0010843,72.579613,-38.50371999999993
11,Tunu-N,2017.0,4.0,10.0,2682.9389,360.7018029487485,0.0004968,-0.0099099,74.855177,-30.84883400000001
12,DYE-2,2017.0,4.0,21.0,2132.94,5.626401183064146,-0.0098726,0.000838,66.532623,-46.29309000000001
13,Saddle,2017.0,5.0,11.0,2506.8677,0.09462030281496887,-0.0044502,0.0013535,66.000706,-44.50327500000003
14,South Dome,2017.0,5.0,11.0,2894.2065,11.550259292986185,-0.0041071,0.0028065,63.156721,-45.04699900000003
15,NASA-E,2017.0,4.0,10.0,2648.6426,12.132148380102253,-0.007728,-0.0148729,74.894558,-29.91589399999998
16,NASA-SE,2017.0,4.0,21.0,2437.544,4.281448961341892,0.0034329,-0.0034775,66.51641,-42.49213200000008
17,NGRIP,2017.0,5.0,6.0,3219.8611,263.5599749632857,-0.0013715,0.0018048,72.974017,-38.499315000000024
18,NEEM,2017.0,4.0,17.0,2366.943,57.06187756002098,-0.0009504,0.0,77.906492,-52.11856
19,EastGRIP,2017.0,4.0,10.0,2683.3194,168.57714637927808,-0.0002168,-0.0112005,74.855112,-30.850040000000035
20,KAR,2017.0,4.0,24.0,2725.0832,18.68683188621754,0.0087786,-0.0009867,69.866277,-33.06060200000002
21,KULU,2017.0,4.0,21.0,906.824,1.940403627783626,0.0448961,0.0369917,65.74497,-39.57492300000001
22,Aurora,2017.0,5.0,11.0,1787.7816,6.343244816769559,0.002015,0.0092699,67.078718,-47.29211400000008
23,Petermann Glacier,2017.0,4.0,14.0,37.5854,0.2727867054220934,-0.0135603,-0.0343477,80.68311,-60.27824199999998
24,Petermann ELA,2017.0,4.0,17.0,955.5297,1.0486906009981765,-0.009602,0.0056385,80.104191,-58.19664999999998
