,site,year,month,day,elev_ATM,dist,slope_S2N,slope_W2E,lat,lon
1,Swiss Camp,2019.0,5.0,15.0,1155.2222,0.01595667734072597,-0.0049311,-0.0023375,69.555673,-49.365053999999986
2,Crawford Point 1,2019.0,5.0,12.0,1988.8016,0.17456645124522185,0.0042976,0.0117546,69.872826,-47.02198700000008
3,CP2,2019.0,5.0,12.0,1971.6299,0.0180872721327783,0.0042184,0.0244552,69.913429,-46.85441100000003
4,JAR1,2019.0,5.0,6.0,940.0028,0.44446660082929945,-0.000823,0.0068455,69.492873,-49.72555199999999
5,JAR2,2019.0,5.0,15.0,515.2893,0.0183423320666938,0.0123853,0.015527,69.419838,-50.057590000000005
6,JAR3,2019.0,5.0,15.0,253.0113,0.010715775300933036,0.0278891,-0.0101958,69.394359,-50.310248
7,NASA-U,2019.0,9.0,6.0,1813.0956,85.52869436771547,-0.0040725,0.0168242,73.540262,-52.05006500000002
8,GITS,2019.0,9.0,6.0,1897.3267,0.34284213577872763,0.004074,0.0029653,77.140885,-61.04125399999998
9,Humboldt,2019.0,4.0,17.0,1986.9761,0.02296339684812716,-0.0019798,0.0030263,78.528506,-56.842218
10,Summit,2019.0,9.0,12.0,3249.2124,0.0065380904646652966,-2.42e-05,0.0006421,72.579758,-38.50453300000004
11,Tunu-N,2019.0,4.0,23.0,2112.3129,0.03012395169578942,-0.0050002,0.0004498,78.019071,-33.966768
12,DYE-2,2019.0,5.0,5.0,2049.5336,18.688016336254563,-0.0024086,0.0125489,66.507555,-46.70756200000005
13,Saddle,2019.0,5.0,16.0,2507.2831,0.013941674205791867,-0.0036033,0.0026849,66.00002,-44.50251000000003
14,South Dome,2019.0,5.0,16.0,2893.7156,11.567364141733925,-0.0040334,0.0030982,63.158885,-45.046937999999955
15,NASA-E,2019.0,4.0,10.0,2648.2159,11.958751317576057,0.002227,-0.0142447,75.018703,-30.395017000000053
16,NASA-SE,2019.0,9.0,14.0,2400.1294,15.48861770045573,0.003191,-0.0037311,66.338851,-42.51908700000001
17,NGRIP,2019.0,5.0,13.0,2761.1207,171.98201085205258,-0.0011866,-0.0012646,75.454289,-36.40200299999992
18,NEEM,2019.0,4.0,18.0,2478.5985,0.6929544811389734,-0.0004084,0.0013537,77.447312,-51.10751600000003
19,EastGRIP,2019.0,4.0,18.0,2704.1114,0.23269666062761557,0.0003204,-0.0016254,75.62608,-35.97217899999998
20,KAR,2019.0,9.0,14.0,2532.153,29.994587826487194,0.0129986,0.000675,69.642683,-33.760201999999936
21,KULU,2019.0,9.0,14.0,1765.4092,67.70023326477417,0.0107309,0.0003002,66.366708,-39.51505599999996
22,Aurora,2019.0,5.0,5.0,1726.359,8.454272201125208,0.0039993,0.003774,67.142896,-47.48717799999997
23,Petermann Glacier,2019.0,9.0,4.0,23.9761,1.498448720222089,-0.0199812,-0.027611,80.680492,-60.21206099999995
24,Petermann ELA,2019.0,4.0,17.0,970.4113,0.21492909968841922,-0.0003202,0.0149245,80.100294,-58.140049999999974
