,site,year,month,day,elev_ATM,dist,slope_S2N,slope_W2E,lat,lon
1,Swiss Camp,2005.0,5.0,14.0,1126.4799,2.743081355634497,-0.00304457,0.00626777,69.557868,-49.435073999999986
2,Crawford Point 1,2005.0,5.0,14.0,1603.1305,51.55133295115569,0.01798057,0.01143493,69.619099,-48.143524999999954
3,CP2,2005.0,5.0,14.0,1603.1305,59.34779059595854,0.01798057,0.01143493,69.619099,-48.143524999999954
4,JAR1,2005.0,5.0,22.0,949.6988,0.17137021074966552,-0.00346868,-0.01228481,69.492415,-49.71059500000001
5,JAR2,2005.0,5.0,22.0,541.233,0.008537701767805122,0.01810757,0.0045393,69.419966,-50.05730399999993
6,JAR3,2005.0,5.0,22.0,246.1739,1.1812109197176508,0.36227946,-0.15914698,69.385946,-50.328305
7,NASA-U,2005.0,5.0,23.0,1877.8209,90.59480190934984,0.00071269,0.00276273,74.116768,-52.306205999999975
8,GITS,2005.0,5.0,23.0,719.3289,86.61366684340847,0.0027964,-0.02471736,76.490901,-62.94773699999996
9,Humboldt,2005.0,5.0,23.0,1588.1956,259.6495587968136,-0.00178217,0.00500643,76.191749,-56.84981599999992
10,Summit,2005.0,5.0,23.0,1383.215,419.71836699864326,0.04060404,0.00887228,71.926142,-50.731692000000066
11,Tunu-N,2005.0,5.0,23.0,1716.7497,587.4371513589566,0.01376222,0.01833768,75.736616,-55.16259200000002
12,DYE-2,2005.0,5.0,19.0,2155.0386,0.009852350564234296,-0.00201058,0.01089931,66.481959,-46.29060299999992
13,Saddle,2005.0,5.0,17.0,2504.6823,0.6102648858333838,-0.00201207,0.00369113,66.00537,-44.50140099999999
14,South Dome,2005.0,5.0,19.0,1931.7749,265.22870848596807,0.00259997,-0.01284492,65.244777,-42.191948000000025
15,NASA-E,2005.0,5.0,23.0,1891.9794,658.2488520736948,-0.00130978,0.01287557,74.370243,-52.422315000000026
16,NASA-SE,2005.0,5.0,19.0,2415.911,2.069446491442374,0.00358449,-0.00136755,66.459337,-42.498830999999996
17,NGRIP,2005.0,5.0,23.0,1888.359,305.69434197739133,0.00535532,0.0089363,74.37853,-52.43310399999996
18,NEEM,2005.0,5.0,23.0,1593.7284,200.60286756368575,0.00321013,0.01007996,76.181315,-56.77443199999993
19,EastGRIP,2005.0,5.0,23.0,1888.359,491.2049081333876,0.00535532,0.0089363,74.37853,-52.43310399999996
20,KAR,2005.0,5.0,18.0,1302.6278,95.71376020267337,-0.0434263,-0.11428019,68.851294,-33.42531699999995
21,KULU,2005.0,5.0,17.0,1711.8935,36.78766858710144,0.01332653,-0.00227495,66.089511,-39.613816999999926
22,Aurora,2005.0,5.0,19.0,1659.3559,34.03893993314501,-0.01177013,0.00230814,66.901158,-47.796520999999984
23,Petermann Glacier,2005.0,5.0,23.0,765.6611,469.2791000564585,0.14311271,0.12384272,76.505994,-63.468620999999985
24,Petermann ELA,2005.0,5.0,23.0,719.3289,414.97888312521053,0.0027964,-0.02471736,76.490901,-62.94773699999996
