date,lat,lon,elev_ATM_m,distance_km,slope_S2N_deg,slope_W2E_deg
1995-05-18,72.5789,-38.4506,3250.87,1.796,-0.0011,0.0052
1995-05-22,72.5873,-38.5042,3248.37,0.846,0.0008,0.0015
2001-05-23,72.5669,-38.456,3251.91,2.15,-0.0001,0.0009
2002-05-29,72.5797,-38.5045,3248.98,0.001,0.0005,0.0011
2002-06-04,72.5693,-38.502,3249.16,1.159,0.0001,0.0021
2012-04-11,72.5847,-38.5661,3246.47,2.125,-0.0004,0.0014
2012-04-11,72.6232,-38.5335,3246.72,4.929,0.0,0.0016
2014-04-10,72.5796,-38.5041,3249.23,0.015,-0.0005,0.0008
2014-04-10,72.5628,-38.568,3246.15,2.826,-0.0005,0.0002
2014-04-10,72.5853,-38.5668,3246.36,2.163,-0.0005,0.0011
2014-04-10,72.581,-38.5593,3246.58,1.829,0.0008,0.0002
2014-05-02,72.5843,-38.5674,3246.38,2.153,0.0008,0.0017
2015-04-09,72.5849,-38.5672,3246.4,2.164,0.0008,0.0004
2015-04-09,72.5819,-38.5589,3246.73,1.828,0.0,0.0011
2015-04-09,72.5798,-38.5037,3249.29,0.031,-0.0004,0.0021
2016-05-19,72.5847,-38.5683,3246.37,2.193,0.001,-0.0002
2016-09-15,72.58,-38.5655,3246.22,2.03,0.0007,0.0015
2017-05-06,72.5809,-38.5606,3246.69,1.873,-0.0008,0.0007
2017-05-06,72.5796,-38.5037,3249.36,0.028,-0.0003,0.0011
2017-05-06,72.6131,-38.5421,3246.69,3.914,-0.0007,0.0022
2017-05-06,72.6226,-38.5248,3247.27,4.819,-0.0005,0.0021
2017-05-06,72.5832,-38.5685,3246.4,2.164,0.0,0.0017
2017-05-06,72.5572,-38.5709,3246.29,3.335,0.0007,0.0013
2019-05-12,72.5624,-38.5637,3246.51,2.753,-0.0002,0.0009
2019-05-12,72.5965,-38.5119,3248.73,1.88,-0.0003,0.0013
2019-05-12,72.5821,-38.554,3247.05,1.668,0.0003,0.0015
2019-05-12,72.5797,-38.5042,3249.34,0.012,-0.0003,0.0009
2019-05-12,72.5934,-38.5581,3246.87,2.341,-0.0006,0.0014
2019-05-12,72.5848,-38.5651,3246.59,2.095,0.0,0.0009
2019-05-12,72.5602,-38.5887,3245.65,3.545,0.0,0.0014
2019-09-12,72.5848,-38.5677,3246.37,2.176,-0.0001,0.002
2019-09-12,72.5846,-38.5681,3246.33,2.184,0.0002,0.0017
2019-09-12,72.604,-38.5155,3248.36,2.72,-0.0002,0.0012
2019-09-12,72.6046,-38.547,3246.8,3.111,-0.0007,0.0016
2019-09-12,72.582,-38.5577,3246.77,1.786,0.0003,0.0019
2019-09-12,72.5798,-38.5045,3249.21,0.007,-0.0,0.0006
2019-09-12,72.5471,-38.6007,3245.18,4.836,-0.0002,0.0012
