site,nickname,latest date,latitude decimal,longitude decimal,latitude degrees,latitude decimal minutes,longitude degrees,longitude decimal minutes,elevation
Camp Century,CEN,2021-08-31,77.1819,-61.1155,77,10.9152,-61,6.9277,1892
