year,month,lat,lat count,lon,lon count,elev,elev std,elev count
2021,1,79.91082,31.0,-24.081340,31.0,361.67,1.91,31.0
2021,2,79.91082,28.0,-24.081318,28.0,362.13,1.80,28.0
2021,3,79.91082,31.0,-24.081307,31.0,361.57,2.01,31.0
2021,4,79.91082,30.0,-24.081287,30.0,363.51,1.34,30.0
2021,5,79.91082,31.0,-24.081282,31.0,363.81,0.34,31.0
2021,6,79.91082,30.0,-24.081263,30.0,364.11,0.39,30.0
2021,7,79.91082,31.0,-24.081212,31.0,363.35,0.54,31.0
2021,8,79.91081,31.0,-24.081165,31.0,361.54,0.48,31.0
2021,9,79.91081,30.0,-24.081142,30.0,361.03,0.38,30.0
2021,10,79.91081,31.0,-24.081123,31.0,360.51,0.53,31.0
2021,11,79.91081,30.0,-24.081088,30.0,360.54,1.60,30.0
2021,12,79.91080,31.0,-24.081057,31.0,360.25,1.39,31.0
2022,1,79.91081,31.0,-24.081031,31.0,360.58,1.44,31.0
2022,2,79.91080,28.0,-24.081016,28.0,359.80,2.00,28.0
2022,3,79.91081,31.0,-24.080981,31.0,362.99,2.40,31.0
2022,4,79.91081,30.0,-24.080981,30.0,363.22,0.98,30.0
2022,5,79.91080,31.0,-24.080986,31.0,364.09,1.01,31.0
2022,6,79.91081,30.0,-24.080969,30.0,364.20,0.95,30.0
2022,7,79.91080,31.0,-24.080942,31.0,362.70,1.44,31.0
2022,8,79.91080,31.0,-24.080911,31.0,361.60,0.97,31.0
2022,9,79.91080,30.0,-24.080879,30.0,362.16,1.10,30.0
2022,10,79.91080,30.0,-24.080851,30.0,360.89,1.32,30.0
2022,11,79.91079,30.0,-24.080826,30.0,360.26,1.67,30.0
2022,12,79.91080,31.0,-24.080803,31.0,360.56,2.87,31.0
2023,1,79.91080,31.0,-24.080773,31.0,361.37,2.86,31.0
2023,2,79.91080,28.0,-24.080678,28.0,362.90,4.04,28.0
2023,3,79.91080,31.0,-24.080681,31.0,365.05,2.64,31.0
2023,4,79.91080,30.0,-24.080735,30.0,363.66,1.43,30.0
2023,5,79.91080,31.0,-24.080734,31.0,364.54,1.13,31.0
2023,6,79.91080,30.0,-24.080718,30.0,365.50,1.00,30.0
2023,7,79.91079,31.0,-24.080689,31.0,363.62,1.42,31.0
2023,8,79.91079,31.0,-24.080667,31.0,363.66,1.36,31.0
2023,9,79.91079,30.0,-24.080633,30.0,361.64,1.60,30.0
2023,10,79.91079,30.0,-24.080611,30.0,361.58,1.36,30.0
2023,11,nan,0.0,nan,0.0,0.00,0.00,0.0
2023,12,nan,0.0,nan,0.0,0.00,0.00,0.0
