year,month,lat,lat count,lon,lon count,elev,elev std,elev count
2021,1,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,2,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,3,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,4,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,5,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,6,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,7,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,8,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,9,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,10,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,11,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,12,nan,0.0,nan,0.0,0.00,0.00,0.0
2022,1,nan,0.0,nan,0.0,0.00,0.00,0.0
2022,2,nan,0.0,nan,0.0,0.00,0.00,0.0
2022,3,nan,0.0,nan,0.0,0.00,0.00,0.0
2022,4,nan,0.0,nan,0.0,0.00,0.00,0.0
2022,5,nan,0.0,nan,0.0,0.00,0.00,0.0
2022,6,nan,12.0,nan,12.0,0.00,0.00,12.0
2022,7,78.52883,31.0,-56.844217,31.0,1968.95,0.85,31.0
2022,8,78.52884,31.0,-56.844258,31.0,1967.95,0.80,31.0
2022,9,78.52885,30.0,-56.844286,30.0,1968.05,1.08,30.0
2022,10,78.52887,31.0,-56.844346,31.0,1969.11,0.86,31.0
2022,11,78.52888,30.0,-56.844397,30.0,1969.29,0.77,30.0
2022,12,78.52889,31.0,-56.844438,31.0,1968.84,1.09,31.0
2023,1,78.52890,29.0,-56.844459,29.0,1972.10,4.04,29.0
2023,2,nan,0.0,nan,0.0,0.00,0.00,0.0
2023,3,nan,0.0,nan,0.0,0.00,0.00,0.0
2023,4,nan,0.0,nan,0.0,0.00,0.00,0.0
2023,5,nan,0.0,nan,0.0,0.00,0.00,0.0
2023,6,nan,1.0,nan,1.0,0.00,0.00,1.0
2023,7,78.52895,31.0,-56.844697,31.0,1970.42,1.45,31.0
2023,8,78.52896,31.0,-56.844742,31.0,1970.46,2.23,31.0
2023,9,78.52897,30.0,-56.844778,30.0,1969.62,1.67,30.0
2023,10,78.52899,31.0,-56.844823,31.0,1969.98,1.83,31.0
2023,11,nan,8.0,nan,8.0,0.00,0.00,8.0
2023,12,nan,0.0,nan,0.0,0.00,0.00,0.0
