year,month,lat,lat count,lon,lon count,elev,elev std,elev count
2021,1,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,2,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,3,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,4,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,5,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,6,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,7,nan,1.0,nan,1.0,0.00,0.00,1.0
2021,8,nan,2.0,nan,2.0,0.00,0.00,2.0
2021,9,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,10,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,11,nan,0.0,nan,0.0,0.00,0.00,0.0
2021,12,nan,0.0,nan,0.0,0.00,0.00,0.0
2022,1,nan,0.0,nan,0.0,0.00,0.00,0.0
2022,2,nan,0.0,nan,0.0,0.00,0.00,0.0
2022,3,nan,0.0,nan,0.0,0.00,0.00,0.0
2022,4,nan,0.0,nan,0.0,0.00,0.00,0.0
2022,5,nan,0.0,nan,0.0,0.00,0.00,0.0
2022,6,69.87212,16.0,-47.038782,16.0,1950.44,0.97,16.0
2022,7,69.87210,31.0,-47.038915,31.0,1949.66,0.91,31.0
2022,8,69.87206,31.0,-47.039124,31.0,1949.13,1.08,31.0
2022,9,69.87202,30.0,-47.039337,30.0,1948.69,1.15,30.0
2022,10,69.87200,31.0,-47.039535,31.0,1948.60,0.93,31.0
2022,11,69.87196,30.0,-47.039741,30.0,1947.62,0.98,30.0
2022,12,69.87193,31.0,-47.039936,31.0,1946.64,0.60,31.0
2023,1,69.87190,31.0,-47.040141,31.0,1947.43,0.97,31.0
2023,2,69.87187,28.0,-47.040341,28.0,1947.84,1.15,28.0
2023,3,69.87184,31.0,-47.040527,31.0,1949.37,1.29,31.0
2023,4,69.87181,30.0,-47.040729,30.0,1948.60,0.78,30.0
2023,5,69.87177,31.0,-47.040935,31.0,1948.52,0.93,31.0
2023,6,69.87174,30.0,-47.041139,30.0,1949.03,1.45,30.0
2023,7,69.87170,31.0,-47.041342,31.0,1949.92,1.46,31.0
2023,8,69.87167,31.0,-47.041532,31.0,1948.27,1.41,31.0
2023,9,69.87164,28.0,-47.041721,28.0,1946.73,1.24,28.0
2023,10,69.87161,30.0,-47.041927,30.0,1947.81,1.52,30.0
2023,11,nan,0.0,nan,0.0,0.00,0.00,0.0
2023,12,nan,0.0,nan,0.0,0.00,0.00,0.0
