site,nickname,latest date,latitude decimal,longitude decimal,latitude degrees,latitude decimal minutes,longitude degrees,longitude decimal minutes,elevation
NASA-U,NAU,2021-08-31,73.8406,-49.5316,73,50.4344,-49,31.8997,2340
