year,month,lat,lat count,lon,lon count,elev,elev std,elev count
2021,1,61.17349,31.0,-46.821328,31.0,885.07,4.80,31.0
2021,2,61.17344,28.0,-46.821375,28.0,884.24,5.78,28.0
2021,3,61.17341,31.0,-46.821383,31.0,886.30,5.84,31.0
2021,4,61.17338,30.0,-46.821424,30.0,885.48,3.56,30.0
2021,5,61.17335,31.0,-46.821491,31.0,885.86,1.45,31.0
2021,6,61.17332,29.0,-46.821534,29.0,887.37,2.54,29.0
2021,7,61.17328,31.0,-46.821590,31.0,886.83,0.59,31.0
2021,8,61.17323,31.0,-46.821633,31.0,885.08,0.66,31.0
2021,9,61.17318,30.0,-46.821604,30.0,886.06,0.60,30.0
2021,10,61.17315,31.0,-46.821636,31.0,885.56,1.24,31.0
2021,11,61.17311,30.0,-46.821669,30.0,884.93,3.01,30.0
2021,12,61.17307,31.0,-46.821712,31.0,883.32,2.42,31.0
2022,1,61.17303,31.0,-46.821742,31.0,883.88,2.31,31.0
2022,2,61.17299,28.0,-46.821781,28.0,884.83,3.35,28.0
2022,3,61.17298,31.0,-46.821820,31.0,883.81,5.00,31.0
2022,4,61.17293,30.0,-46.821850,30.0,887.06,2.39,30.0
2022,5,61.17290,31.0,-46.821893,31.0,885.91,1.10,31.0
2022,6,61.17286,30.0,-46.821933,30.0,885.58,1.39,30.0
2022,7,61.17282,31.0,-46.821980,31.0,886.31,0.63,31.0
2022,8,61.17278,31.0,-46.822028,31.0,884.34,0.76,31.0
2022,9,61.17270,30.0,-46.822084,30.0,885.07,1.30,30.0
2022,10,61.17267,30.0,-46.822123,30.0,885.05,1.78,30.0
2022,11,61.17263,30.0,-46.822160,30.0,883.40,2.06,30.0
2022,12,61.17260,31.0,-46.822185,31.0,882.71,1.97,31.0
2023,1,61.17257,31.0,-46.822225,31.0,883.16,1.90,31.0
2023,2,61.17253,28.0,-46.822255,28.0,883.96,2.80,28.0
2023,3,61.17251,31.0,-46.822285,31.0,887.74,2.96,31.0
2023,4,61.17246,30.0,-46.822334,30.0,885.78,2.68,30.0
2023,5,61.17244,31.0,-46.822375,31.0,885.10,0.92,31.0
2023,6,61.17240,30.0,-46.822419,30.0,886.49,1.16,30.0
2023,7,61.17234,31.0,-46.822470,31.0,886.03,1.23,31.0
2023,8,61.17229,31.0,-46.822519,31.0,885.16,1.09,31.0
2023,9,nan,0.0,nan,0.0,0.00,0.00,0.0
2023,10,nan,0.0,nan,0.0,0.00,0.00,0.0
2023,11,nan,0.0,nan,0.0,0.00,0.00,0.0
2023,12,nan,0.0,nan,0.0,0.00,0.00,0.0
