year,month,lat,lat count,lon,lon count,elev,elev std,elev count
2021,1,64.48341,31.0,-49.545953,31.0,512.60,3.35,31.0
2021,2,64.48343,28.0,-49.546131,28.0,512.48,1.47,28.0
2021,3,64.48344,31.0,-49.546311,31.0,512.04,1.86,31.0
2021,4,64.48347,30.0,-49.546514,30.0,513.34,2.47,30.0
2021,5,64.48349,31.0,-49.546742,31.0,513.31,0.36,31.0
2021,6,64.48352,30.0,-49.547049,30.0,514.41,0.43,30.0
2021,7,64.48355,31.0,-49.547320,31.0,513.45,0.52,31.0
2021,8,64.48357,31.0,-49.547553,31.0,510.75,1.00,31.0
2021,9,64.48360,30.0,-49.547766,30.0,508.38,0.58,30.0
2021,10,64.48362,31.0,-49.547946,31.0,507.01,2.34,31.0
2021,11,64.48364,30.0,-49.548101,30.0,506.52,2.78,30.0
2021,12,64.48365,31.0,-49.548288,31.0,504.97,2.29,31.0
2022,1,64.48367,31.0,-49.548475,31.0,506.50,2.47,31.0
2022,2,64.48369,28.0,-49.548655,28.0,507.01,1.68,28.0
2022,3,64.48370,31.0,-49.548869,31.0,509.21,2.42,31.0
2022,4,64.48373,30.0,-49.549088,30.0,509.16,0.89,30.0
2022,5,64.48375,31.0,-49.549299,31.0,509.01,0.57,31.0
2022,6,64.48378,30.0,-49.549586,30.0,508.49,0.74,30.0
2022,7,64.48380,31.0,-49.549846,31.0,506.52,1.00,31.0
2022,8,64.48383,31.0,-49.550113,31.0,503.67,0.86,31.0
2022,9,64.48386,30.0,-49.550404,30.0,502.28,1.16,30.0
2022,10,64.48388,30.0,-49.550584,30.0,500.62,1.67,30.0
2022,11,64.48389,30.0,-49.550755,30.0,498.35,2.02,30.0
2022,12,64.48391,31.0,-49.550927,31.0,498.59,2.25,31.0
2023,1,64.48392,31.0,-49.551098,31.0,497.49,1.70,31.0
2023,2,64.48393,28.0,-49.551260,28.0,497.55,2.81,28.0
2023,3,64.48395,31.0,-49.551434,31.0,499.45,3.97,31.0
2023,4,64.48397,30.0,-49.551632,30.0,497.38,2.25,30.0
2023,5,64.48400,31.0,-49.551865,31.0,497.39,1.50,31.0
2023,6,64.48403,30.0,-49.552133,30.0,498.13,1.26,30.0
2023,7,64.48405,31.0,-49.552416,31.0,496.59,1.33,31.0
2023,8,64.48408,31.0,-49.552657,31.0,494.46,1.83,31.0
2023,9,64.48411,30.0,-49.552861,30.0,491.92,1.58,30.0
2023,10,64.48415,31.0,-49.553043,31.0,491.19,1.85,31.0
2023,11,nan,0.0,nan,0.0,0.00,0.00,0.0
2023,12,nan,0.0,nan,0.0,0.00,0.00,0.0
