latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
69.49533193888891,-49.701594833333345,952.8937,1.47500,286,2009,-255383.585
69.49533193888891,-49.70159484444446,952.8934,1.48333,286,2009,-301192.374
69.49533194166666,-49.70159485277778,952.8928,1.49167,286,2009,-346989.917
69.49533194444444,-49.70159485,952.8918,1.50000,286,2009,-392777.011
69.49533194166666,-49.701594841666676,952.8921,1.50833,286,2009,-438552.732
69.49533194444444,-49.701594841666676,952.8917,1.51667,286,2009,-484317.343
69.49533194166666,-49.70159483611112,952.8923,1.52500,286,2009,469931.456
69.49533194444444,-49.701594833333345,952.8917,1.53333,286,2009,424190.117
69.49533194444444,-49.70159483611112,952.8911,1.54167,286,2009,378457.338
69.49533194722223,-49.701594833333345,952.8897,1.55000,286,2009,332733.874
69.49533195000001,-49.701594833333345,952.8889,1.55833,286,2009,287021.564
69.49533195000001,-49.70159482777779,952.8879,1.56667,286,2009,241321.573
69.49533195000001,-49.701594825,952.8876,1.57500,286,2009,195634.326
69.49533195000001,-49.70159482777779,952.888,1.58333,286,2009,149961.906
69.49533195000001,-49.70159482777779,952.888,1.59167,286,2009,104304.682
69.49533195000001,-49.701594822222226,952.8881,1.60000,286,2009,58662.078
69.49533195277778,-49.70159481666667,952.8879,1.60833,286,2009,13034.927
69.49533195277778,-49.70159480833333,952.8879,1.61667,286,2009,-32576.925
69.49533195277778,-49.70159481111111,952.8875,1.62500,286,2009,-78173.792
69.49533195000001,-49.70159481388889,952.8871,1.63333,286,2009,-123756.336
69.49533195000001,-49.70159480833333,952.8865,1.64167,286,2009,-169324.382
69.49533195277778,-49.70159480277779,952.8855,1.65000,286,2009,-214877.686
69.49533195555556,-49.70159480833333,952.8853,1.65833,286,2009,-260417.277
69.49533195555556,-49.701594805555565,952.8856,1.66667,286,2009,-305940.315
69.49533195277778,-49.70159480277779,952.886,1.67500,286,2009,-351448.828
69.49533195555556,-49.70159479444445,952.8844,1.68333,286,2009,-396943.369
69.49533195555556,-49.70159480000001,952.8841,1.69167,286,2009,-442423.679
69.49533195555556,-49.70159478888889,952.883,1.70000,286,2009,-487891.788
69.49533195555556,-49.70159478333333,952.8823,1.70833,286,2009,466654.333
69.49533195555556,-49.70159478055556,952.8825,1.71667,286,2009,421211.037
69.49533195833334,-49.701594775000004,952.882,1.72500,286,2009,375781.299
69.49533195555556,-49.70159476666667,952.8825,1.73333,286,2009,330363.725
69.49533195555556,-49.70159475833335,952.8826,1.74167,286,2009,284958.183
69.49533195555556,-49.70159475833335,952.8825,1.75000,286,2009,239563.672
69.49533195833334,-49.70159474444445,952.8818,1.75833,286,2009,194179.880
69.49533195833334,-49.70159474166667,952.8818,1.76667,286,2009,148809.676
69.49533195833334,-49.70159473333335,952.8816,1.77500,286,2009,103453.405
69.4953319611111,-49.70159471944445,952.8813,1.78333,286,2009,58110.939
69.4953319611111,-49.701594705555564,952.8811,1.79167,286,2009,12781.496
69.4953319611111,-49.70159470277778,952.8812,1.80000,286,2009,-32534.191
69.4953319611111,-49.701594697222234,952.8812,1.80833,286,2009,-77835.929
69.4953319611111,-49.701594694444445,952.881,1.81667,286,2009,-123124.239
69.4953319611111,-49.70159469166667,952.8811,1.82500,286,2009,-168398.790
69.4953319611111,-49.70159468888889,952.8816,1.83333,286,2009,-213660.424
69.4953319611111,-49.70159468333333,952.8812,1.84167,286,2009,-258909.523
69.49533196388889,-49.70159468055556,952.8804,1.85000,286,2009,-304146.799
69.49533196388889,-49.701594675,952.8795,1.85833,286,2009,-349370.711
69.4953319611111,-49.70159467777778,952.8789,1.86667,286,2009,-394584.589
69.49533195833334,-49.70159468333333,952.8794,1.87500,286,2009,-439787.553
69.49533195555556,-49.701594686111115,952.8798,1.88333,286,2009,-484978.873
69.49533195555556,-49.70159468333333,952.8804,1.89167,286,2009,469842.215
69.49533195555556,-49.70159468333333,952.882,1.90000,286,2009,424671.766
69.49533195555556,-49.701594672222235,952.8818,1.90833,286,2009,379510.793
69.49533195555556,-49.701594672222235,952.8811,1.91667,286,2009,334358.130
69.49533195833334,-49.70159466666668,952.8803,1.92500,286,2009,289214.289
69.49533195833334,-49.70159466666668,952.8796,1.93333,286,2009,244079.258
69.49533195277778,-49.701594675,952.8818,1.94167,286,2009,198951.869
69.49533195277778,-49.70159468333333,952.8823,1.95000,286,2009,153832.692
69.49533195277778,-49.701594686111115,952.8828,1.95833,286,2009,108722.948
69.49533195277778,-49.70159468888889,952.8841,1.96667,286,2009,63622.039
69.49533195277778,-49.701594686111115,952.8846,1.97500,286,2009,18528.070
69.49533195555556,-49.701594686111115,952.8845,1.98333,286,2009,-26556.883
69.49533195555556,-49.70159468055556,952.8846,1.99167,286,2009,-71633.601
69.49533195277778,-49.70159468333333,952.8852,2.00000,286,2009,-116702.740
69.49533195277778,-49.70159468055556,952.8845,2.00833,286,2009,-161767.980
69.49533195277778,-49.70159468333333,952.8854,2.01667,286,2009,-206828.688
