latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
69.49539066666667,-49.701207197222224,953.1233,19.99167,199,2009,29996.655
69.49539066666667,-49.701207200000006,953.1234,20.00000,199,2009,-10439.381
69.49539066666667,-49.701207200000006,953.1234,20.00833,199,2009,-50878.139
69.49539066666667,-49.70120720277778,953.1234,20.01667,199,2009,-91317.907
69.49539066666667,-49.701207205555555,953.1234,20.02500,199,2009,-131758.255
69.49539066666667,-49.701207208333344,953.1234,20.03333,199,2009,-172198.415
69.49539066666667,-49.701207208333344,953.1234,20.04167,199,2009,-212640.520
69.49539066666667,-49.70120721111112,953.1234,20.05000,199,2009,-253084.299
69.49539066666667,-49.7012072138889,953.1234,20.05833,199,2009,-293528.307
69.49539066666667,-49.701207216666674,953.1234,20.06667,199,2009,-333972.670
69.49539066388888,-49.701207219444456,953.1234,20.07500,199,2009,-374417.885
69.49539066388888,-49.701207219444456,953.1234,20.08333,199,2009,-414863.663
69.49539066388888,-49.701207225000005,953.1235,20.09167,199,2009,-455309.757
69.49539066388888,-49.70120722777778,953.1235,20.10000,199,2009,-495756.586
69.49539066388888,-49.70120723055556,953.1235,20.10833,199,2009,463797.469
69.49539066388888,-49.701207233333335,953.1235,20.11667,199,2009,423349.731
69.49539066111112,-49.70120723611112,953.1236,20.12500,199,2009,382900.183
69.49539066111112,-49.7012072388889,953.1235,20.13333,199,2009,342447.967
69.49539066111112,-49.70120724166668,953.1236,20.14167,199,2009,301994.023
69.49539066111112,-49.70120724444445,953.1236,20.15000,199,2009,261540.582
69.49539066111112,-49.70120724722223,953.1237,20.15833,199,2009,221088.384
69.49539066111112,-49.70120725000001,953.1237,20.16667,199,2009,180637.106
69.49539065833333,-49.701207252777785,953.1238,20.17500,199,2009,140186.435
69.49539065833333,-49.701207252777785,953.1238,20.18333,199,2009,99738.848
69.49539065833333,-49.70120725555556,953.1239,20.19167,199,2009,59294.629
69.49539065833333,-49.70120725833333,953.1239,20.20000,199,2009,18852.743
69.49539065833333,-49.701207261111115,953.124,20.20833,199,2009,-21585.356
69.49539065833333,-49.701207261111115,953.124,20.21667,199,2009,-62022.223
69.49539065833333,-49.70120726388889,953.1241,20.22500,199,2009,-102458.544
69.49539065833333,-49.70120726666667,953.1241,20.23333,199,2009,-142897.105
69.49539065833333,-49.70120726944444,953.1242,20.24167,199,2009,-183335.411
69.49539065833333,-49.70120726944444,953.1243,20.25000,199,2009,-223773.760
69.49539065833333,-49.70120727222222,953.1243,20.25833,199,2009,-264212.437
69.49539065555555,-49.70120727222222,953.1243,20.26667,199,2009,-304651.354
69.49539065555555,-49.70120727500001,953.1244,20.27500,199,2009,-345090.763
69.49539065555555,-49.7012072777778,953.1245,20.28333,199,2009,-385530.431
69.49539065555555,-49.701207280555565,953.1246,20.29167,199,2009,-425971.230
69.49539065555555,-49.70120728333334,953.1247,20.30000,199,2009,-466412.039
69.49539065555555,-49.701207286111114,953.1248,20.30833,199,2009,493148.574
69.49539065555555,-49.701207288888895,953.1249,20.31667,199,2009,452707.900
69.49539065555555,-49.701207288888895,953.1249,20.32500,199,2009,412267.002
69.49539065555555,-49.70120729166667,953.125,20.33333,199,2009,371826.495
69.49539065277777,-49.701207294444444,953.1251,20.34167,199,2009,331386.520
69.49539065277777,-49.701207294444444,953.1251,20.35000,199,2009,290946.186
69.49539065277777,-49.701207297222226,953.1252,20.35833,199,2009,250505.612
69.49539065277777,-49.701207297222226,953.1253,20.36667,199,2009,210064.301
69.49539065277777,-49.70120730000001,953.1253,20.37500,199,2009,169622.816
69.49539065277777,-49.701207302777796,953.1255,20.38333,199,2009,129181.217
69.49539065277777,-49.70120730555556,953.1256,20.39167,199,2009,88740.160
69.49539065277777,-49.701207308333345,953.1257,20.40000,199,2009,48298.542
69.49539065277777,-49.701207308333345,953.1257,20.40833,199,2009,7857.037
69.49539065277777,-49.70120731111112,953.1258,20.41667,199,2009,-32584.299
69.49539065277777,-49.70120731111112,953.1258,20.42500,199,2009,-73024.764
69.49539065,-49.7012073138889,953.126,20.43333,199,2009,-113463.930
69.49539065,-49.701207316666675,953.1261,20.44167,199,2009,-153902.359
69.49539065,-49.70120731944445,953.1263,20.45000,199,2009,-194340.780
69.49539065,-49.701207322222224,953.1264,20.45833,199,2009,-234779.850
69.49539065,-49.701207325000006,953.1265,20.46667,199,2009,-275218.538
69.49539065,-49.701207325000006,953.1266,20.47500,199,2009,-315656.189
69.49539064722222,-49.70120732777779,953.1267,20.48333,199,2009,-356093.275
69.49539064722222,-49.70120733055557,953.1269,20.49167,199,2009,-396529.557
69.49539064722222,-49.701207333333336,953.127,20.50000,199,2009,-436965.630
69.49539064722222,-49.701207333333336,953.127,20.50833,199,2009,-477401.173
69.49539064722222,-49.70120733611111,953.1271,20.51667,199,2009,482165.002
69.49539064722222,-49.70120733611111,953.1272,20.52500,199,2009,441731.092
69.49539064722222,-49.7012073388889,953.1273,20.53333,199,2009,401296.718
69.49539064722222,-49.701207341666674,953.1274,20.54167,199,2009,360862.676
69.49539064722222,-49.701207341666674,953.1275,20.55000,199,2009,320427.252
69.49539064722222,-49.701207344444455,953.1276,20.55833,199,2009,279990.622
69.49539064722222,-49.70120734722223,953.1277,20.56667,199,2009,239553.549
69.49539064444444,-49.70120735000001,953.1279,20.57500,199,2009,199116.997
69.49539064444444,-49.70120735277778,953.1281,20.58333,199,2009,158681.591
69.49539064444444,-49.70120735277778,953.1282,20.59167,199,2009,118247.998
69.49539064444444,-49.701207358333335,953.1284,20.60000,199,2009,77816.137
69.49539064444444,-49.701207361111116,953.1286,20.60833,199,2009,37387.095
69.49539064444444,-49.70120736388889,953.1288,20.61667,199,2009,-3040.350
69.49539064166669,-49.70120736666667,953.1289,20.62500,199,2009,-43466.460
69.49539064166669,-49.70120736666667,953.1291,20.63333,199,2009,-83891.381
69.49539064166669,-49.70120736944445,953.1292,20.64167,199,2009,-124315.075
69.49539064166669,-49.701207372222235,953.1293,20.65000,199,2009,-164737.715
69.49539064166669,-49.70120737500001,953.1295,20.65833,199,2009,-205159.287
69.49539064166669,-49.70120737500001,953.1296,20.66667,199,2009,-245578.575
69.49539064166669,-49.70120737777778,953.1297,20.67500,199,2009,-285996.781
69.49539064166669,-49.70120738055556,953.1299,20.68333,199,2009,-326414.225
69.4953906388889,-49.70120738333334,953.13,20.69167,199,2009,-366829.238
69.4953906388889,-49.701207386111115,953.1302,20.70000,199,2009,-407242.689
69.4953906388889,-49.70120738888889,953.1304,20.70833,199,2009,-447655.192
69.4953906388889,-49.70120739166667,953.1305,20.71667,199,2009,-488067.086
69.4953906388889,-49.701207394444445,953.1307,20.72500,199,2009,471522.633
69.4953906388889,-49.701207394444445,953.1308,20.73333,199,2009,431111.177
69.4953906388889,-49.70120739722223,953.131,20.74167,199,2009,390700.773
69.49539063611113,-49.7012074,953.1311,20.75000,199,2009,350290.271
69.49539063611113,-49.70120740277779,953.1312,20.75833,199,2009,309880.978
69.49539063611113,-49.70120740277779,953.1314,20.76667,199,2009,269471.794
69.49539063611113,-49.701207405555564,953.1315,20.77500,199,2009,229062.345
69.49539063611113,-49.701207408333346,953.1316,20.78333,199,2009,188653.279
69.49539063611113,-49.70120741111113,953.1317,20.79167,199,2009,148244.749
